"","ID","Date","Block","Primary.Type","Description","X.Coordinate","Y.Coordinate","Year","Latitude","Longitude","Location"
"284163",9169120,"12/31/2012 11:16:48 PM","085XX S KILPATRICK AVE","OFFENSE INVOLVING CHILDREN","AGG CRIM SEX ABUSE FAM MEMBER",NA,NA,2012,NA,NA,""
"284372",8950655,"12/31/2012 06:00:00 PM","103XX S KEDZIE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1156789,1836088,2012,41.7059917873265,-87.7014635308146,"(41.70599178732648, -87.70146353081462)"
"284499",8962885,"12/31/2012 03:00:00 PM","106XX S COTTAGE GROVE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1182377,1834494,2012,41.7010642241013,-87.6078114757848,"(41.70106422410134, -87.60781147578476)"
"284627",8950433,"12/31/2012 11:00:00 AM","027XX W OGDEN AVE","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1158083,1892818,2012,41.8616408014731,-87.6951831397194,"(41.86164080147313, -87.69518313971938)"
"284636",8950439,"12/31/2012 10:38:00 AM","077XX S ADA ST","OFFENSE INVOLVING CHILDREN","ENDANGERING LIFE/HEALTH CHILD",1168749,1853255,2012,41.7528513915053,-87.6571728076989,"(41.752851391505274, -87.65717280769887)"
"284671",8950235,"12/31/2012 09:30:00 AM","028XX N MILWAUKEE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1153207,1918401,2012,41.9319410825002,-87.7124025005202,"(41.93194108250022, -87.71240250052018)"
"284684",8951342,"12/31/2012 09:00:00 AM","084XX S BURLEY AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1199322,1849446,2012,41.7416852691036,-87.5452647831373,"(41.74168526910356, -87.54526478313728)"
"284686",9024277,"12/31/2012 09:00:00 AM","080XX S SOUTH SHORE DR","OFFENSE INVOLVING CHILDREN","AGG CRIM SEX ABUSE FAM MEMBER",1198515,1852003,2012,41.7487221037579,-87.5481360417454,"(41.748722103757935, -87.54813604174541)"
"285045",8949710,"12/30/2012 07:00:00 PM","070XX S COTTAGE GROVE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1182739,1858330,2012,41.766464560837,-87.6057481498961,"(41.76646456083701, -87.60574814989612)"
"285088",8949979,"12/30/2012 06:00:00 PM","068XX S PRAIRIE AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1179185,1859574,2012,41.7699599868801,-87.6187368934364,"(41.76995998688007, -87.61873689343638)"
"285115",8950876,"12/30/2012 05:00:00 PM","054XX S NARRAGANSETT AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1134680,1867683,2012,41.7931114729772,-87.7816851114315,"(41.79311147297722, -87.78168511143146)"
"285271",8957314,"12/30/2012 12:00:00 PM","058XX S PRAIRIE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1179079,1866334,2012,41.7885125222417,-87.6189195772256,"(41.78851252224174, -87.6189195772256)"
"285591",9013056,"12/29/2012 11:40:00 PM","013XX S HOMAN AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1153949,1893734,2012,41.8642377255433,-87.7103339970471,"(41.86423772554333, -87.71033399704706)"
"285762",8949910,"12/29/2012 07:00:00 PM","075XX S HAMILTON AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1163137,1854659,2012,41.7568233615676,-87.6776993991098,"(41.75682336156763, -87.67769939910983)"
"285852",8949864,"12/29/2012 05:00:00 PM","010XX E 93RD ST","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1185015,1843572,2012,41.7259139492712,-87.5978682059737,"(41.725913949271174, -87.5978682059737)"
"286101",8948581,"12/29/2012 11:20:00 AM","023XX W 72ND ST","OFFENSE INVOLVING CHILDREN","CRIM SEX ABUSE BY FAM MEMBER",1162283,1856910,2012,41.7630182494166,-87.6807665957408,"(41.76301824941656, -87.68076659574082)"
"286116",8949620,"12/29/2012 11:00:00 AM","061XX S WESTERN AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1161458,1864086,2012,41.7827273363748,-87.6835916795238,"(41.78272733637484, -87.68359167952381)"
"286187",8948507,"12/29/2012 08:50:00 AM","007XX W 50TH ST","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1172147,1871752,2012,41.8035353473495,-87.6441772947692,"(41.8035353473495, -87.64417729476915)"
"286380",8952966,"12/29/2012 12:00:00 AM","069XX S CLYDE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",1191374,1859231,2012,41.7687321768906,-87.5740689942134,"(41.76873217689058, -87.57406899421338)"
"286663",8949626,"12/28/2012 06:00:00 PM","036XX W 64TH PL","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1153037,1861550,2012,41.7759386291222,-87.7145328089128,"(41.77593862912218, -87.71453280891276)"
"286741",8948907,"12/28/2012 04:30:00 PM","012XX N CALIFORNIA AVE","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1157536,1908364,2012,41.9043116394937,-87.6967677886159,"(41.90431163949368, -87.69676778861587)"
"286770",8948370,"12/28/2012 04:00:00 PM","013XX S HOMAN AVE","OFFENSE INVOLVING CHILDREN","CONTRIBUTE DELINQUENCY OF A CHILD",1153964,1893234,2012,41.8628653712347,-87.7102922527713,"(41.862865371234676, -87.71029225277128)"
"286779",8947747,"12/28/2012 04:00:00 PM","005XX N OAKLEY BLVD","OFFENSE INVOLVING CHILDREN","OTHER OFFENSE",1160935,1903619,2012,41.8912210830156,-87.6844141722479,"(41.89122108301564, -87.68441417224791)"
"286930",8947607,"12/28/2012 12:40:00 PM","039XX W MADISON ST","OFFENSE INVOLVING CHILDREN","CHILD ABDUCTION",1149882,1899757,2012,41.880845545559,-87.725107282407,"(41.880845545558955, -87.72510728240695)"
